policy,knowledge,objective,min_gain_sec,max_count_imbalance,p50,p95,p99,ttft_p50,ttft_p95,ttft_p99,tokens_per_sec,mean_gpu_busy,mean_slot_occupancy,pending_p95,waiting_p95,waiting_fraction,assignments,max_pending,overrides,seed
guarded_completion_oracle,oracle,completion,0.25,0,9.278947896575708,35.867203599336584,43.31986596976756,0.08992559366701336,8.963993491814799,12.682524663993686,729.9791423739591,0.9612253869532306,0.5615907203549226,82.0,34.0,0.79,"[152, 148]","[48, 48]",39,0
guarded_completion_helix,helix,completion,0.75,0,9.24517816563773,35.99123940339262,43.363381045538276,0.08935489568230004,8.80355939933014,12.368316027069183,719.4452738483569,0.9483900158254283,0.5542064572011856,82.05000000000001,34.05000000000001,0.7933333333333333,"[156, 144]","[49, 48]",24,0
guarded_completion_oracle,oracle,completion,0.75,0,9.402574630095145,35.50958267469416,43.40587173545475,0.08941865953733341,8.945987179692075,12.374055658486053,725.6496302897338,0.9401392667073449,0.5598930595129227,83.0,35.0,0.79,"[155, 145]","[49, 49]",23,0
guarded_completion_helix,helix,completion,0.0,1,9.17681511946095,36.291408891323286,44.31293632151507,0.08896345959128737,8.815626049529403,12.48344650822422,725.8432947422233,0.9541452728923171,0.558787256340681,82.0,34.0,0.7866666666666666,"[149, 151]","[47, 49]",126,0
guarded_completion_oracle,oracle,completion,0.0,1,9.214266886487643,35.988380780134165,43.84090383715696,0.09043218744193271,8.884908445189334,12.53754420102453,728.3652060996649,0.9601642736638555,0.5601429989155897,82.05000000000001,34.05000000000001,0.7933333333333333,"[146, 154]","[48, 49]",111,0
guarded_completion_helix,helix,completion,0.25,1,9.26797769663655,35.62755912729702,44.23399604200927,0.08861929586897266,8.619918134976347,12.578605087272368,717.7673673468347,0.940311487950296,0.5557625250601761,83.05000000000001,35.05000000000001,0.79,"[150, 150]","[49, 49]",83,0
guarded_completion_oracle,oracle,completion,0.25,1,9.275611837795697,35.668625644646745,43.577253155767465,0.08781533356892979,8.620354526146114,12.856469941148692,729.7767431989092,0.9620194846177097,0.5607612329334059,82.05000000000001,34.05000000000001,0.79,"[152, 148]","[49, 48]",65,0
guarded_completion_helix,helix,completion,0.75,1,9.230690037698082,35.41554086516346,43.46963328495544,0.09456973645103517,8.799270862157005,13.0867445580574,728.6964755497706,0.9600098264812966,0.5610836071765519,83.0,35.0,0.79,"[157, 143]","[48, 50]",46,0
guarded_completion_oracle,oracle,completion,0.75,1,9.255726935020034,35.76717486587371,43.63514154721125,0.09629004912789796,8.723494732901745,12.545665810704723,728.1633208786187,0.9572266339444488,0.5601434758112889,82.05000000000001,34.05000000000001,0.7866666666666666,"[152, 148]","[48, 49]",33,0
guarded_completion_helix,helix,completion,0.0,2,9.024231177170947,35.92048235396177,43.82281157981683,0.09488873056030656,8.11027302664558,12.732464397275082,729.1675238196697,0.9554357739377738,0.5618747356579875,83.0,35.0,0.7733333333333333,"[153, 147]","[50, 48]",131,0
